Titolo,URL progetto,URL progetto risolve?,URL sito vetrina,URL sito vetrina risolve?,URL Anticamera,URL Anticamera risolve?,Provenance,KNOT URI,Parzialmente Inacessibile,NOTE,URL progetto First_Seen,URL progetto Last_Seen,URL progetto Status_Code,URL progetto Last_URL_Snapshot,URL sito vetrina First_Seen,URL sito vetrina Last_Seen,URL sito vetrina Status_Code,URL sito vetrina Last_URL_Snapshot
CoPhiLab: Collaborative and Cooperative Philology Lab,http://www.languagelibrary.eu/new_ewnui/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2017-06-12 00:33:27,2024-03-07 18:27:00,200,https://web.archive.org/web/20240307182700/http://www.languagelibrary.eu/new_ewnui/js/main.js,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Corago,http://corago.unibo.it/,TRUE,,,,,KNOT,http://purl.org/knot/data/corago-project,FALSE,,2013-10-05 19:43:16,2025-01-05 03:47:02,200,https://web.archive.org/web/20250105034702/https://corago.unibo.it/bundles/corago/images/libretti/MOe/70I026/10248/thumbs/10248_MOe70I026_03_0019.jpg,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Corago LOD,http://corago.unibo.it/lod,FALSE,,,,,KNOT,http://purl.org/knot/data/corago-lod-project,FALSE,,2022-06-07 08:53:46,2022-12-08 05:13:43,404,https://web.archive.org/web/20221208051343/http://corago.unibo.it/lod,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Corpus KIParla - L'italiano parlato e chi parla italiano,https://kiparla.it/,TRUE,,,,,KNOT,http://purl.org/knot/data/kiparla-project,TRUE,,2020-08-05 13:29:31,2024-11-16 08:55:14,NOSTATUSCODE,https://web.archive.org/web/20241116085514/https://www.kiparla.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Corpus Rhythmorum Musicum,https://www.corimu.unisi.it/public/frontend/index,TRUE,,,,,KNOT,http://purl.org/knot/data/corimu-project,FALSE,,2021-07-25 00:28:35,2023-03-21 00:23:42,200,https://web.archive.org/web/20230321002342/https://www.corimu.unisi.it/public/frontend/index,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Creta Inscriptions,https://ilc4clarin.ilc.cnr.it/cretaninscriptions,FALSE,,FALSE,,FALSE,Italian DH Institutions,,TRUE,,2021-05-20 15:47:12,2024-05-20 13:26:17,404,https://web.archive.org/web/20240520132617/https://ilc4clarin.ilc.cnr.it/cretaninscriptions/en/search/?mentioned_institutions=Isopoliteia&mentioned_places=Etolia&period=Ellenistico&provenance=Axos&inscription_type=Trattato&start=0&area=Rethymno,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
CRIA,https://cria.itatti.harvard.edu/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2016-12-12 16:51:06,2024-11-27 13:30:16,200,https://web.archive.org/web/20241127133016/https://cria.itatti.harvard.edu/robots.txt,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
"Culturaitalia, the Italian National Content Aggregator in Europeana",http://dati.culturaitalia.it/,TRUE,,FALSE,,FALSE,IRCDL,,FALSE,,2013-06-22 13:23:09,2025-01-04 12:31:16,200,https://web.archive.org/web/20250104123116/http://dati.culturaitalia.it/lodView/oai-culturaitalia-it-museiditalia-work_63895.html,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
CWALM,,FALSE,https://cwalm.ilc.cnr.it/,TRUE,,FALSE,Italian DH Institutions,,FALSE,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,2023-05-28 07:12:05,2024-12-18 14:31:08,200,https://web.archive.org/web/20241218143108/https://cwalm.ilc.cnr.it/
Czech-IT! Linguistic corpus of native Czech and Slovak learners acquiring Italian language,https://czech-it.github.io/,TRUE,,FALSE,,FALSE,AIUCD,,FALSE,explore page not working,2022-01-19 21:30:45,2024-03-04 11:16:06,200,https://web.archive.org/web/20240304111606/https://czech-it.github.io/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
D4Science: Infrastructure to Support the Definition and Operation of Virtual Research Environments,https://www.d4science.org/,TRUE,,FALSE,,FALSE,IRCDL,,FALSE,accessibile con credenziali,2008-02-08 12:48:10,2025-01-01 10:42:13,200,https://web.archive.org/web/20250101104213/http://d4science.org/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Dal Libro alla Biblioteca (DaLiB),https://dalib.it/,TRUE,,,,,KNOT,http://purl.org/knot/data/dalib-project,FALSE,,2023-03-30 10:25:50,2024-12-26 17:19:36,200,https://web.archive.org/web/20241226171936/https://dalib.it/assets/js/mappe.js?v=823,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
"dante depicted: a commentary on image, text, and exegesis around the commedia",https://dante.khi.fi.it/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2023-03-09 09:56:49,2024-12-18 04:57:14,200,https://web.archive.org/web/20241218045714/https://dante.khi.fi.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Dante Search,https://dantesearch.dantenetwork.it/,TRUE,,,,,KNOT,http://purl.org/knot/data/dante-search-project,FALSE,,2020-08-11 23:56:14,2024-12-13 04:35:15,200,https://web.archive.org/web/20241213043515/http://dantesearch.dantenetwork.it/download.jsp,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Dante: A Web Application for the History of Art,https://dante.beniculturali.unipd.it/dante-web/,TRUE,,FALSE,,FALSE,AIUCD,,TRUE,non si riesce a scaricare i dataset,2022-01-22 13:54:32,2024-11-21 23:13:28,200,https://web.archive.org/web/20241121231328/https://dante.beniculturali.unipd.it/dante-web/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
DanteSources,https://dantesources.dantenetwork.it/index.html,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2021-03-25 11:05:01,2024-07-14 05:26:19,200,https://web.archive.org/web/20240714052619/https://dantesources.dantenetwork.it/index.html,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Daphnet: Ancient Philosophy,http://ancientsource.daphnet.iliesi.cnr.it/,TRUE,http://www.daphnet.iliesi.cnr.it/,TRUE,,FALSE,AIUCD,,TRUE,,2022-09-24 20:41:09,2024-06-06 13:24:10,200,https://web.archive.org/web/20240606132410/http://ancientsource.daphnet.iliesi.cnr.it/css/tei_style.css,2021-09-28 17:31:43,2024-08-13 17:37:14,200,https://web.archive.org/web/20240813173714/http://www.daphnet.iliesi.cnr.it/css/images/bg_mainhead.jpg
Daphnet: Modern Philosophy,http://modernsource.daphnet.iliesi.cnr.it/,TRUE,http://www.daphnet.iliesi.cnr.it/,TRUE,,FALSE,AIUCD,,TRUE,,2022-10-01 13:30:27,2022-10-01 13:30:27,200,https://web.archive.org/web/20221001133027/http://modernsource.daphnet.iliesi.cnr.it/,2021-09-28 17:31:43,2024-08-13 17:37:14,200,https://web.archive.org/web/20240813173714/http://www.daphnet.iliesi.cnr.it/css/images/bg_mainhead.jpg
DASI: digital archive for the study of pre-islamic arabian inscriptions,https://dasi.cnr.it/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2018-12-20 23:04:20,2025-01-05 01:38:20,200,https://web.archive.org/web/20250105013820/https://dasi.cnr.it/de/cgi-bin/wsimg.pl?recId=1503&sessId=&size=med,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
DB allegorico dantesco,https://www.databaseallegoricodantesco.it/archivio.php,TRUE,,FALSE,,FALSE,AIUCD,,FALSE,,2023-12-06 20:06:23,2024-03-01 13:09:05,200,https://web.archive.org/web/20240301130905/https://www.databaseallegoricodantesco.it/archivio.php,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
dhdkey!,https://projects.dharc.unibo.it/dhdkey/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2021-04-30 23:09:42,2024-08-06 11:30:05,200,https://web.archive.org/web/20240806113005/https://projects.dharc.unibo.it/dhdkey/upload,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
DIGESTO,http://dbtvm1.ilc.cnr.it/digesto/Digesto_Home.html,TRUE,,,,,KNOT,http://purl.org/knot/data/digesto-project,FALSE,ogni tanto qualche link dà pagina non trovata,2022-03-08 23:13:17,2023-03-27 21:10:32,200,https://web.archive.org/web/20230327211032/http://dbtvm1.ilc.cnr.it/digesto/Digesto_Home.html,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
DigilibLT - Biblioteca digitale di testi latini tardoantichi,https://digiliblt.uniupo.it/index.php,TRUE,,,,,KNOT,http://purl.org/knot/data/digiliblt-project,FALSE,,2017-10-22 13:23:29,2024-11-08 16:15:04,NOSTATUSCODE,https://web.archive.org/web/20241108161504/http://digiliblt.uniupo.it/index.php?lang,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
digilibLT: Biblioteca digitale di testi latini tardoantichi,http://www.digiliblt.unipmn.it/,TRUE,,FALSE,,FALSE,DH Awards,,TRUE,,2012-02-05 00:48:17,2024-05-11 14:29:16,NOSTATUSCODE,https://web.archive.org/web/20240511142916/http://digiliblt.unipmn.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
digital library (ficlit),https://dl.ficlit.unibo.it,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,error 404,2022-05-17 03:57:57,2024-12-26 23:09:55,200,https://web.archive.org/web/20241226230955/https://dl.ficlit.unibo.it/s/lib/page/home,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Digital Library Pavia,https://www.bibliotecadigitale.unipv.eu/,TRUE,,,,,KNOT,http://purl.org/knot/data/digi-lib-pavia-project,FALSE,,2020-12-18 07:55:58,2025-01-05 03:10:55,200,https://web.archive.org/web/20250105031055/https://www.bibliotecadigitale.unipv.eu/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
digital photothek,http://photothek.khi.fi.it/?Language=en,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2015-03-29 05:01:44,2023-07-08 20:16:30,200,https://web.archive.org/web/20230708201630/https://photothek.khi.fi.it/?Language=en,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
digitizing the die kirchen von siena project,https://sienaproject.khi.fi.it/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,"li project url è più un sito vetrina, per visualizzare il modello 3d bisogna scaricare un software e un dataset in locale",2022-08-11 01:22:37,2024-12-14 05:03:16,200,https://web.archive.org/web/20241214050316/https://sienaproject.khi.fi.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
DOGE Percorsi Digitali,https://doge.unige.net/,TRUE,,,,,KNOT,http://purl.org/knot/data/doge-project,FALSE,il corpus è accessibile solo con credenziali,2022-01-26 16:15:57,2024-11-27 17:51:30,200,https://web.archive.org/web/20241127175130/https://doge.unige.net/handle/20.500.12732/18861,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
DRIVER-II: Infrastructure to Support the Aggregation and Curation of Repositories Federation,,FALSE,https://www.driver-repository.eu/,TRUE,,FALSE,IRCDL,,FALSE,protocolo https non aggiornato,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,2006-08-13 16:27:11,2024-12-27 17:24:29,200,https://web.archive.org/web/20241227172429/https://www.driver-repository.eu/Search/newest-first.html?searchphrase=any&searchword=Air%20pollution%20by%20ozone%20in%20Europe%20in%201998%20and%20summer%201999
e-rihs,https://www.e-rihs.eu/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,è un tool e nei deliverabels raccoglie alcuni risultati vari,2016-04-12 13:27:32,2024-12-27 20:21:15,200,https://web.archive.org/web/20241227202115/http://www.e-rihs.eu/prof-strlic-introduces-heritage-science-means/11,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Eagle Project,https://www.eagle-network.eu/basic-search/,TRUE,https://www.eagle-network.eu/basic-search/,FALSE,,FALSE,AIUCD,,FALSE,,2016-03-07 22:59:33,2024-09-09 11:47:46,200,https://web.archive.org/web/20240909114746/https://www.eagle-network.eu/basic-search/,2016-03-07 22:59:33,2024-09-09 11:47:46,200,https://web.archive.org/web/20240909114746/https://www.eagle-network.eu/basic-search/
Ebla Digital Archives,http://ebda.cnr.it/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2018-11-30 12:18:25,2024-12-16 10:04:22,200,https://web.archive.org/web/20241216100422/http://ebda.cnr.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Ebla Digital Archives,http://ebda.cnr.it/index,TRUE,,,,,KNOT,http://purl.org/knot/data/ebla-project,FALSE,,2019-02-03 10:29:08,2024-09-26 17:51:32,200,https://web.archive.org/web/20240926175132/http://ebda.cnr.it/index,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Ecodigit,https://ecodigit.dtclazio.it/,FALSE,https://dtclazio.it/progetto-ecodigit,TRUE,,FALSE,AIUCD,,FALSE,,2020-11-28 18:52:12,2023-03-20 16:56:11,NOSTATUSCODE,https://web.archive.org/web/20230320165611/http://ecodigit.dtclazio.it/deliverable/EcoDigit_D1_3v2.pdf,,,403,
EDB: Knowledge Technologies for Ancient Greek and Latin Epigraphy,https://www.edb.uniba.it/,TRUE,,FALSE,,FALSE,IRCDL,,FALSE,problemi con javascript,2004-10-14 18:23:51,2024-12-08 06:00:34,NOSTATUSCODE,https://web.archive.org/web/20241208060034/https://www.edb.uniba.it/img/glyphicons-halflings-white.png,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
EDF,http://edf.unive.it/,FALSE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2019-09-09 13:09:34,2024-06-17 09:14:50,NOSTATUSCODE,https://web.archive.org/web/20240617091450/http://edf.unive.it/schede/pubblica/mostra/EDF001113,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
edizione nazionale delle opere di aldo moro,https://aldomorodigitale.unibo.it/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2021-05-25 07:08:38,2024-12-18 20:02:52,200,https://web.archive.org/web/20241218200252/http://aldomorodigitale.unibo.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
EdMuse,https://edmuse.eu/edmuse-platform/,FALSE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2017-12-15 04:18:47,2024-09-02 14:04:34,NOSTATUSCODE,https://web.archive.org/web/20240902140434/http://www.edmuse.eu/edmuse-platform/lessons/Water/water_edmuse.pdf,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
EDV -  Epigraphic Database Vernacular,http://www.edvcorpus.com/wp/,TRUE,,,,,KNOT,http://purl.org/knot/data/edv-project,FALSE,,2019-11-11 01:16:32,2024-09-13 20:25:39,200,https://web.archive.org/web/20240913202539/http://www.edvcorpus.com/wp/link/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
"Eine römische Trilogie: Schudt, Caldana, Schlosser",https://dlib.biblhertz.it/guide/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,,,200,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
ELA - Eurasian Latin Archive,http://ela.unisi.it/,TRUE,,,,,KNOT,http://purl.org/knot/data/ela-project,FALSE,,2021-12-17 00:20:52,2024-02-25 02:48:08,200,https://web.archive.org/web/20240225024808/http://ela.unisi.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Elisa Chimenti,,FALSE,,FALSE,https://www.elisachimenti.org/accueildef.html,FALSE,AIUCD,,TRUE,protocolo https non aggiornato,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Emodsar,http://corpora.unica.it/TEITOK/emodsar,FALSE,,FALSE,,FALSE,AIUCD,,FALSE,,2022-01-20 08:37:13,2023-09-25 00:54:34,NOSTATUSCODE,https://web.archive.org/web/20230925005434/http://corpora.unica.it/TEITOK/emodsar/index.php,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Enabling Services in Knowledge Infrastructures: The DRIVER Experience,,FALSE,https://www.driver-repository.eu/,TRUE,,FALSE,IRCDL,,FALSE,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,2006-08-13 16:27:11,2024-12-27 17:24:29,200,https://web.archive.org/web/20241227172429/https://www.driver-repository.eu/Search/newest-first.html?searchphrase=any&searchword=Air%20pollution%20by%20ozone%20in%20Europe%20in%201998%20and%20summer%201999
Epicum: Epigraphs of Castello Ursino Museum,http://epicum.istc.cnr.it/collezione/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2022-07-06 23:18:50,2024-09-14 21:57:55,200,https://web.archive.org/web/20240914215755/http://epicum.istc.cnr.it/collezione/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Epigraphic Database Roma (EDR),http://www.edr-edr.it/default/index.php,TRUE,,,,,KNOT,http://purl.org/knot/data/edr-project,FALSE,,2017-02-24 03:00:58,2024-10-08 07:29:04,200,https://web.archive.org/web/20241008072904/http://www.edr-edr.it/default/index.php,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Epigraphs of Castello Ursino Museum,,FALSE,http://epicum.istc.cnr.it/,TRUE,,FALSE,AIUCD,,FALSE,non va protocollo javascript,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,2021-09-02 14:27:30,2024-09-14 21:57:55,200,https://web.archive.org/web/20240914215755/http://epicum.istc.cnr.it/collezione/
Epistolario De Gasperi,https://epistolariodegasperi.it/#/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,TRUE,traslocato https://alcidedigitale.fbk.eu/platform/,2019-05-09 14:20:35,2024-07-21 18:41:44,200,https://web.archive.org/web/20240721184144/https://www.epistolariodegasperi.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Epistolario De Gasperi,https://www.epistolariodegasperi.it/#/archivio_digitale/lettere,TRUE,,FALSE,www.epistolariodegasperi.it,TRUE,AIUCD,,FALSE,,2019-05-09 14:20:35,2024-07-21 18:41:44,200,https://web.archive.org/web/20240721184144/https://www.epistolariodegasperi.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Erbario di Aldovrandi,https://botanica.sma.unibo.it/aldrovandi/Explore,TRUE,,FALSE,https://botanica.sma.unibo.it/,TRUE,AIUCD,,FALSE,,2018-09-22 00:49:25,2024-09-14 05:05:43,200,https://web.archive.org/web/20240914050543/https://botanica.sma.unibo.it/aldrovandi/Explore,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
"Establishing a Digital Library in Wide-Ranging University’s Context
The Sapienza Digital Library Experience",https://sapienzadigitallibrary.uniroma1.it/index.php/,TRUE,,FALSE,,FALSE,IRCDL,,FALSE,,2024-08-07 05:28:00,2024-12-02 09:07:39,200,https://web.archive.org/web/20241202090739/https://sapienzadigitallibrary.uniroma1.it/index.php/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Europeana Eagle Project,https://www.eagle-network.eu/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,problemi col protocollo google maps,2013-01-28 03:32:48,2025-01-05 00:21:11,200,https://web.archive.org/web/20250105002111/https://www.eagle-network.eu/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Exploring Semantic Archival Collections: The Case of Piłsudski Institute of America,http://arkivo-ontology.org/,FALSE,,FALSE,,FALSE,IRCDL,,FALSE,,2018-02-03 09:33:03,2018-07-27 16:21:12,NOSTATUSCODE,https://web.archive.org/web/20180727162112/http://arkivo-ontology.org/robots.txt,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Florentine Drawings,https://florentinedrawings.itatti.harvard.edu/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,error 404 not found,2017-03-23 09:40:04,2024-12-28 07:03:53,200,https://web.archive.org/web/20241228070353/https://florentinedrawings.itatti.harvard.edu/assets/no_auth/npm.lodash-de1de20e9c558f9ad102.js,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Flos,http://iu.di.unipi.it/flos/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2019-12-07 05:03:59,2022-05-19 01:17:10,200,https://web.archive.org/web/20220519011710/http://iu.di.unipi.it/flos/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Fondazione fava,https://www.fondazionefava.it/archivio-di-giuseppe-fava/,TRUE,,FALSE,,FALSE,AIUCD,,TRUE,,2023-09-30 07:02:51,2024-12-13 06:13:26,200,https://web.archive.org/web/20241213061326/http://www.fondazionefava.it/archivio-di-giuseppe-fava/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Foto,https://foto.biblhertz.it/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2007-12-18 20:03:19,2025-01-05 03:48:43,200,https://web.archive.org/web/20250105034843/https://foto.biblhertz.it/document/obj/08046042,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
framester,https://framester.github.io/,TRUE,http://etna.istc.cnr.it/framester_web/,TRUE,,FALSE,Italian DH Institutions,,FALSE,,2024-04-17 22:31:51,2024-07-14 20:00:03,200,https://web.archive.org/web/20240714200003/https://framester.github.io/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0,2022-10-07 03:05:03,2024-05-27 21:14:51,200,https://web.archive.org/web/20240527211451/http://etna.istc.cnr.it/framester_web/
FrancoBuffoni,,FALSE,https://www.francobuffoni.it/,TRUE,,FALSE,AIUCD,,FALSE,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,2007-09-27 22:55:42,2025-01-04 23:29:33,403,https://web.archive.org/web/20250104232933/https://www.francobuffoni.it/files/pdf/enzo_salerno_21_10_2020.pdf
FRED - Machine Reading for the Semantic Web,http://wit.istc.cnr.it/stlab-tools/fred/,TRUE,,,,,KNOT,http://purl.org/knot/data/fred-project,FALSE,,2012-07-15 01:08:17,2024-12-13 15:38:02,200,https://web.archive.org/web/20241213153802/http://wit.istc.cnr.it/stlab-tools/fred/demo/css/webfonts/fa-solid-900.woff2,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Galassia Ariosto,http://galassiaariosto.sns.it/,FALSE,,FALSE,,FALSE,DH Awards,,FALSE,,2017-09-30 16:52:43,2024-11-27 11:09:04,NOSTATUSCODE,https://web.archive.org/web/20241127110904/http://www.galassiaariosto.sns.it/opere/cinque-canti,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Galleria Borghese,https://galleriaborghese.beniculturali.it/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2010-07-22 07:22:55,2025-01-04 13:29:46,200,https://web.archive.org/web/20250104132946/https://galleriaborghese.beniculturali.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Gesture Atlas,https://biblhertz.github.io/atlas/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,error 404,2020-09-06 21:49:35,2022-12-03 12:59:41,200,https://web.archive.org/web/20221203125941/http://biblhertz.github.io/atlas,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
gigapixel images,https://virtualphotothek.khi.fi.it/gigapixel/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2022-08-31 15:41:18,2023-03-21 14:52:41,200,https://web.archive.org/web/20230321145241/https://virtualphotothek.khi.fi.it/gigapixel/projects/altare,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
GRASPOS,,FALSE,https://graspos.eu/,TRUE,,FALSE,Italian DH Institutions,,FALSE,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,2023-04-05 01:42:41,2025-01-05 02:44:57,200,https://web.archive.org/web/20250105024457/https://graspos.eu/templates/yootheme/cache/8d/WOOC2025_Call_open-8d21e7e7.webp
