Titolo,URL progetto,URL progetto risolve?,URL sito vetrina,URL sito vetrina risolve?,URL Anticamera,URL Anticamera risolve?,Provenance,KNOT URI,Parzialmente Inacessibile,NOTE,URL progetto First_Seen,URL progetto Last_Seen,URL progetto Status_Code,URL progetto Last_URL_Snapshot,URL sito vetrina First_Seen,URL sito vetrina Last_Seen,URL sito vetrina Status_Code,URL sito vetrina Last_URL_Snapshot
Pharos,https://pharosartresearch.org/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,accesso negato,2016-10-30 05:04:38,2025-01-05 00:59:40,200,https://web.archive.org/web/20250105005940/http://pharosartresearch.org/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
philoeditor,http://projects.dharc.unibo.it/philoeditor/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,progetto in lavorazione (finisce nel maggio 2025),2021-12-17 00:19:11,2024-08-06 10:08:33,200,https://web.archive.org/web/20240806100833/https://projects.dharc.unibo.it/philoeditor/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Pirandello nazionale,https://www.pirandellonazionale.it/opere/,TRUE,,FALSE,https://www.pirandellonazionale.it/,TRUE,AIUCD,,FALSE,,2017-12-18 06:45:48,2024-06-24 16:59:26,200,https://web.archive.org/web/20240624165926/https://www.pirandellonazionale.it/opere/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Poichilia,https://poichilia.unict.it,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2023-01-10 23:46:29,2024-08-13 15:17:15,200,https://web.archive.org/web/20240813151715/https://poichilia.unict.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Predicting the Usability of the Dice CAPTCHA via Artificial Neural Network,https://sites.google.com/site/sites/system/errors/WebspaceNotFound?path=%2Falessiaamelio%2F+software-tools%2Fdice-captcha-dataset.,FALSE,,FALSE,,FALSE,IRCDL,,FALSE,,,,200,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Progetto Mambrino,https://www.mambrino.it/it,TRUE,,FALSE,,FALSE,AIUCD,,FALSE,risolve ma poi dice 404,2019-08-22 11:12:00,2024-12-04 09:24:39,200,https://web.archive.org/web/20241204092439/https://www.mambrino.it/it,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Progetto TraMonti,http://www.tramontivaldivara.it/,FALSE,,FALSE,,FALSE,DH Awards,,TRUE,protocolo https non aggiornato,2013-02-03 03:21:43,2019-11-20 16:28:37,NOSTATUSCODE,https://web.archive.org/web/20191120162837/http://www.tramontivaldivara.it/wp-content/plugins/wp-postratings/images/stars/rating_over.gif,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Progetto viver,https://testi.progettoviver.it/,TRUE,,FALSE,,FALSE,AIUCD,,FALSE,,2023-12-06 14:48:12,2024-11-15 00:19:51,200,https://web.archive.org/web/20241115001951/https://testi.progettoviver.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Project 3d Bridge,https://wissensgeschichte.biblhertz.it/3d-bridge-html/index3D.html,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2007-06-25 05:33:59,2009-01-19 14:11:43,200,https://web.archive.org/web/20090119141143/http://wissensgeschichte.biblhertz.it:80/3d-bridge-html/index3D.html,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Ragu project,,FALSE,,FALSE,https://raguproject.github.io/,FALSE,AIUCD,,FALSE,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Ramusio,http://virgo.unive.it/ecf-workflow/books/Ramusio/main/intro.html,FALSE,,,,,KNOT,http://purl.org/knot/data/elec-ramusio-project,FALSE,,2015-08-29 08:43:51,2023-10-28 17:41:44,NOSTATUSCODE,https://web.archive.org/web/20231028174144/http://virgo.unive.it/ecf-workflow/books/Ramusio/main/intro.html,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Rara,https://rara.biblhertz.it/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2007-03-02 12:26:48,2024-12-29 21:49:56,200,https://web.archive.org/web/20241229214956/https://rara.biblhertz.it/right.png,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
RDCI - Repertorio Digitale della Canzone Italiana,https://www.rdci.it/,TRUE,,,,,KNOT,http://purl.org/knot/data/repertorio-canzone-project,FALSE,,2021-06-17 07:23:58,2024-11-23 16:34:45,200,https://web.archive.org/web/20241123163445/https://www.rdci.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Regional Research Portal FVG: an OpenScience portal,https://research.unityfvg.it/,FALSE,,FALSE,,FALSE,IRCDL,,FALSE,,2018-01-20 19:44:41,2024-03-29 04:05:40,503,https://web.archive.org/web/20240329040540/https://research.unityfvg.it/cris/rp/rp35561/info.html?sort_byjournal=2&orderjournal=DESC&open=journal,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Registri Monterosso,https://registrimonterosso.labcd.unipi.it/,TRUE,,FALSE,,FALSE,AIUCD,,FALSE,,2021-09-01 18:05:13,2024-09-15 04:10:06,200,https://web.archive.org/web/20240915041006/https://registrimonterosso.labcd.unipi.it/paginaRegistrazione.php,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Repim,https://repim.itatti.harvard.edu/,TRUE,,FALSE,,FALSE,AIUCD,,FALSE,,2022-01-20 21:30:05,2024-11-23 10:35:43,200,https://web.archive.org/web/20241123103543/https://repim.itatti.harvard.edu/resource/repim:formSearch,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
RePIM - Repertorio della Poesia Italiana in Musica,https://repim.itatti.harvard.edu/resource/repim:formSearch,TRUE,,,,,KNOT,http://purl.org/knot/data/repim-project,FALSE,,2023-06-07 17:44:19,2024-11-23 10:35:43,200,https://web.archive.org/web/20241123103543/https://repim.itatti.harvard.edu/resource/repim:formSearch,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
ROADS,,FALSE,https://csc.dei.unipd.it/roads-project/index.html,TRUE,,FALSE,Italian DH Institutions,,FALSE,404 page not found,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,,,200,
S. Michele Arcangelo di Pegazzano,https://sanmichelepegazzano.labcd.unipi.it/,TRUE,,,,,KNOT,http://purl.org/knot/data/pegazzano-project,FALSE,,2020-01-02 22:53:43,2024-09-19 13:37:48,200,https://web.archive.org/web/20240919133748/https://sanmichelepegazzano.labcd.unipi.it/wp-content/plugins/sticky-menu-or-anything-on-scroll/assets/js/jq-sticky-anything.min.js?ver=2.1.1,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
SACHER: Smart Architecture for Cultural Heritage in Emilia Romagna,http://www.sacherproject.com/,FALSE,,FALSE,,FALSE,IRCDL,,FALSE,,2018-04-26 17:11:47,2024-06-13 12:20:08,NOSTATUSCODE,https://web.archive.org/web/20240613122008/http://www.sacherproject.com/materiali%E2%80%A2,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
semantic digital edition of paolo bufalini’s notebook,http://projects.dharc.unibo.it/bufalini-notebook/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2020-11-21 23:26:27,2024-11-27 03:31:22,200,https://web.archive.org/web/20241127033122/https://projects.dharc.unibo.it/bufalini-notebook/indexes,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
semantic digital edition of vespasiano da bisticci’s letters,http://projects.dharc.unibo.it/vespasiano/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2020-12-04 15:42:31,2024-08-12 22:36:27,200,https://web.archive.org/web/20240812223627/http://projects.dharc.unibo.it/vespasiano/letters/42,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
SERICA,https://serica.unipi.it/,TRUE,,,,,KNOT,http://purl.org/knot/data/serica-project,FALSE,,2022-09-04 17:16:37,2024-09-25 18:42:47,NOSTATUSCODE,https://web.archive.org/web/20240925184247/http://serica.unipi.it/ricerca-avanzata,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
SIAR: A User-Centric Digital Archive System,https://siar.regione.veneto.it/,TRUE,,FALSE,,FALSE,IRCDL,,FALSE,,2017-07-17 20:59:07,2024-12-19 01:11:02,200,https://web.archive.org/web/20241219011102/http://siar.regione.veneto.it/favicon.ico,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Siena map,https://db.biblhertz.it/siena/siena.xql,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2019-01-14 14:24:44,2024-09-18 06:28:10,200,https://web.archive.org/web/20240918062810/https://db.biblhertz.it/siena/siena.xql,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
śivadharma database,,FALSE,https://shivadharmaproject.com/the-sivadhama-infrastructure-modeling-a-web-application-for-managing-scholarly-data/,TRUE,,FALSE,Italian DH Institutions,,FALSE,ricerca per parole non va,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,,,406,
Spatial,https://dlib.biblhertz.it/spatial/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,,,200,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Staccioli,https://staccioli.biblhertz.it/resource/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2024-04-14 01:51:27,2024-12-15 03:34:53,200,https://web.archive.org/web/20241215033453/https://staccioli.biblhertz.it/resource/Default:Start,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Storia dei Carabinieri,https://www.spreaker.com/show/storia-dei-carabinieri,TRUE,,FALSE,,FALSE,DH Awards,,TRUE,sito non raggiungibile,2020-11-01 01:10:00,2023-10-05 08:35:21,404,https://web.archive.org/web/20231005083521/https://www.spreaker.com/show/storia-dei-carabinieri,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Stragi Nazifasciste,https://www.straginazifasciste.it/,TRUE,,FALSE,,FALSE,AIUCD,,FALSE,,2016-04-10 06:52:57,2025-01-03 17:07:18,200,https://web.archive.org/web/20250103170718/https://www.straginazifasciste.it/?lang=en,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
studiolo belfiore,https://studiolobelfiore.unibo.it/,FALSE,,,,,KNOT,http://purl.org/knot/data/belfiore-project,FALSE,,2022-01-09 21:57:51,2024-12-06 20:57:31,NOSTATUSCODE,https://web.archive.org/web/20241206205731/https://studiolobelfiore.unibo.it/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Tebtynis: fragmentary voices from the past,http://www.papirologia.unipr.it/ricerca/CPGM/index.html,FALSE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,,,404,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
The “Verbo-Visual Virtual” Platform,https://www.verbovisualevirtuale.org/,TRUE,,FALSE,,FALSE,AIUCD,,TRUE,,2016-04-24 11:51:24,2024-11-27 12:05:22,NOSTATUSCODE,https://web.archive.org/web/20241127120522/http://www.verbovisualevirtuale.org/pdf/Ciclo_di_conferenze_parola_immagine_1a_parte.pdf,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
"The Archivio dei Possessori of the Biblioteca Nazionale
Marciana. A Provenance Database",https://archiviopossessori.it/,TRUE,,FALSE,,FALSE,IRCDL,,FALSE,,2021-07-14 13:31:41,2025-01-04 20:38:18,200,https://web.archive.org/web/20250104203818/https://archiviopossessori.it/sites/default/files/css/css_nocoDJ2KVzU7Dyxf_1SRKXPmdn5p86jnz7BeWrtrLgE.css?delta=1&language=it&theme=possessori&include=eJxtjkEOwyAMBD8E4UkIiEWQsI1Y0yi_T9VLq6iXveyOZnHBiENOIJdVDTbTiDnN2TTUrjl1D7t6k-qGAgTobOE7Lbv8Fg-k6KRQlIcKiWF7KrxnkhWL9sUC92p0InxyY91X_3OK36ZUCfE8mtEN4otMsA,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
The AstroBID: Preserving and Sharing the Italian Astronomical Heritage.,www.beniculturali.inaf.it,TRUE,,FALSE,,FALSE,IRCDL,,FALSE,,2015-09-26 14:37:51,2025-01-05 03:55:20,200,https://web.archive.org/web/20250105035520/http://www.beniculturali.inaf.it/biblioteche/torino/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
The Biographical Dictionary of Friulans -“Nuovo Liruti” On-Line,https://www.dizionariobiograficodeifriulani.it/,TRUE,,FALSE,,FALSE,IRCDL,,FALSE,,2017-04-06 20:16:28,2025-01-05 03:34:00,200,https://web.archive.org/web/20250105033400/https://www.dizionariobiograficodeifriulani.it/marzuttini-giuseppe-onorio/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
"The Challenges of Building Ex Libris Rosetta, a Digital Preservation System",https://exlibrisgroup.com/products/rosetta-digital-asset-management-and-preservation/,FALSE,,FALSE,,FALSE,IRCDL,,TRUE,protocolo https non aggiornato,2018-02-03 22:25:00,2024-11-16 19:14:58,404,https://web.archive.org/web/20241116191458/https://exlibrisgroup.com/products/rosetta-digital-asset-management-and-preservation/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
The digital lab of “crunched books”: explore and annotate the classics,http://cbook.it/en/,FALSE,,FALSE,,FALSE,DH Awards,,FALSE,,2015-02-22 12:00:23,2024-01-19 14:03:36,NOSTATUSCODE,https://web.archive.org/web/20240119140336/http://www.cbook.it/en,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
"The European Project OpenUP: OPENing UP new Methods, Indicators and Tools for Peer Review, Impact Measurement and Dissemination of Research Results",https://www.openuphub.eu/,FALSE,,FALSE,,FALSE,IRCDL,,FALSE,Adobe Flash Player,2017-06-05 00:00:23,2024-12-04 02:58:28,NOSTATUSCODE,https://web.archive.org/web/20241204025828/https://www.openuphub.eu/disseminate/guidelines/expert-tips,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
The Falconieri Project,https://falconieri.medici.org/Mia/LoginUser.do,TRUE,,FALSE,,FALSE,Italian DH Institutions,,TRUE,richiede registrazione,2020-10-25 22:19:50,2024-09-11 23:45:11,200,https://web.archive.org/web/20240911234511/https://falconieri.medici.org/Mia/LoginUser.do;jsessionid=775C536A7016D428460A240C7AF0DE9E,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
The Medici Archive Project,http://bia.medici.org/,TRUE,,FALSE,,FALSE,DH Awards,,TRUE,,2012-12-31 16:41:31,2024-12-19 11:06:40,200,https://web.archive.org/web/20241219110640/http://bia.medici.org/Mia/LoginUser.do,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
The Medieval Kingdom of Sicily Image Database,https://koseodiah.org/index.php,TRUE,,FALSE,,FALSE,AIUCD,,FALSE,,2023-11-04 02:17:11,2025-01-01 21:59:28,200,https://web.archive.org/web/20250101215928/https://koseodiah.org/index.php,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
The medieval kingdom of Sicily: image database,https://koseodiah.org/mapofkingdom.php,TRUE,,FALSE,,FALSE,Italian DH Institutions,,TRUE,"è stato internalizzato, forse, dal 2020 e ci si può accedere con VPN (forse)",2024-08-09 06:52:16,2024-08-09 06:52:16,200,https://web.archive.org/web/20240809065216/https://koseodiah.org/mapofkingdom.php,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
The nuncio's secret archives,,FALSE,https://nsa.unipr.it,TRUE,,FALSE,Italian DH Institutions,,FALSE,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,2021-08-22 18:54:26,2024-12-09 10:59:22,200,https://web.archive.org/web/20241209105922/https://nsa.unipr.it/
The Sound of St Mark's,http://vmo.unive.it/choirbooks/,FALSE,,,,,KNOT,http://purl.org/knot/data/sound-stmark-project,FALSE,,2018-04-30 07:50:10,2024-11-25 08:12:18,NOSTATUSCODE,https://web.archive.org/web/20241125081218/http://vmo.unive.it/choirbooks/files/square_thumbnails/2de5ae776ee428b0e8224d620b200308.jpg,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
The TRAME Project - Text and Manuscript Transmission of the Middle Ages in Europe,http://git-trame.fefonlus.it/,TRUE,,FALSE,,FALSE,IRCDL,,FALSE,,2014-11-22 09:41:28,2024-09-11 03:18:51,200,https://web.archive.org/web/20240911031851/http://git-trame.fefonlus.it/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
The Vercelli Book,http://vbd.humnet.unipi.it/beta2/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,alcune immagini non vengono caricate,2016-03-26 12:43:08,2024-12-13 03:23:06,200,https://web.archive.org/web/20241213032306/http://vbd.humnet.unipi.it/beta2/,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
"Toward an Audio Digital Library 2.0: SMASH, a Social Music Archive of SHellac Phonographic Discs",https://avires.dimi.uniud.it/tmp/DL/Experimental_Results.html,FALSE,,FALSE,,FALSE,IRCDL,,TRUE,protocolo https non aggiornato,2024-04-15 09:19:38,2024-04-16 19:25:36,NOSTATUSCODE,https://web.archive.org/web/20240416192536/http://avires.dimi.uniud.it/tmp/DL/Experimental_Results.htmlAs,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
TRANSSCRIPT,,FALSE,https://anr.fr/Project-ANR-14-CE31-0022,TRUE,,FALSE,AIUCD,,FALSE,protocolo https non aggiornato,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,,,200,
"TrebleCLEF: Evaluation, Best Practices and Collaboration for Multilingual Access",https://www.multimatch.org/ (secondo link non va),FALSE,https://www.trebleclef.eu/,TRUE,,FALSE,IRCDL,,FALSE,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,2008-03-14 23:03:49,2024-12-03 16:09:29,200,https://web.archive.org/web/20241203160929/http://www.trebleclef.eu/%E5%8F%82%E7%85%A7
Tree of philosophers,https://treeofphilosophers.it/labels,TRUE,,FALSE,,FALSE,AIUCD,,FALSE,,2024-12-13 04:56:27,2024-12-13 04:56:27,404,https://web.archive.org/web/20241213045627/http://treeofphilosophers.it/labels,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Unione Donne in Italia: digital library,https://archiviodigitale.udinazionale.org/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2018-06-02 23:33:13,2024-11-22 19:21:15,403,https://web.archive.org/web/20241122192115/https://archiviodigitale.udinazionale.org/wp-content/uploads/2023/01/udi_1951_realizzazioni-scolastiche_00246a-380x380.jpg,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
university research funding patent,,FALSE,https://dh.fbk.eu/2020/11/university-research-funding-patenting-and-technological-impact/,TRUE,,FALSE,Italian DH Institutions,,FALSE,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,2020-11-25 05:24:29,2024-04-12 14:57:22,200,https://web.archive.org/web/20240412145722/https://dh.fbk.eu/2020/11/university-research-funding-patenting-and-technological-impact/
"Upgrading History.
Diaries from the War Front",https://projects.dharc.unibo.it/uhdw/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2019-06-28 11:12:06,2024-11-18 02:08:15,200,https://web.archive.org/web/20241118020815/http://projects.dharc.unibo.it/uhdw/css/base.css,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Urbs,https://dlib.biblhertz.it/urbs,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2024-07-30 11:16:29,2024-12-11 02:59:39,200,https://web.archive.org/web/20241211025939/http://dlib.biblhertz.it/urbsDr,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Varianti all’opera,https://www.variantiallopera.it/public/,TRUE,,,,,KNOT,http://purl.org/knot/data/varianti-opera-project,FALSE,,2016-07-29 09:04:03,2024-12-28 12:53:48,200,https://web.archive.org/web/20241228125348/http://www.variantiallopera.it/public/img/favicon.ico,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Varianti della rosa,,FALSE,https://www.variantidellarosa.it/,TRUE,,FALSE,AIUCD,,FALSE,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,2021-12-22 15:28:01,2024-07-22 02:30:56,200,https://web.archive.org/web/20240722023056/http://www.variantidellarosa.it/edizioneintegrale
vasto,https://dharc-org.github.io/progetto-vasto/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2020-09-10 09:59:42,2024-07-11 17:55:44,200,https://web.archive.org/web/20240711175544/http://dharc-org.github.io/progetto-vasto/index.html,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
"VASTO - VArchi, STOria FIORENTINA",https://dharc-org.github.io/progetto-vasto/index.html,TRUE,,,,,KNOT,http://purl.org/knot/data/vasto-project,FALSE,,2022-08-14 15:12:28,2024-07-11 17:55:44,200,https://web.archive.org/web/20240711175544/http://dharc-org.github.io/progetto-vasto/index.html,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Venice Squeeze Project,https://www.e-stampages.eu/s/e-stampages/page/accueil,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2019-02-20 07:22:29,2024-11-08 18:23:00,200,https://web.archive.org/web/20241108182300/https://www.e-stampages.eu/s/e-stampages/page/accueil,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
virtual repository of photographers' sales catalogues,https://virtualphotothek.khi.fi.it/catalogues/publisher,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,,,200,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
VOCABO,,FALSE,https://www.treccani.it/magazine/lingua_italiana/speciali/VocaBO/2_Pani.html,TRUE,,FALSE,Italian DH Institutions,,FALSE,,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,,,,200,
WaCky - The Web-As-Corpus Kool Yinitiative,https://wacky.sslmit.unibo.it/,TRUE,,,,,KNOT,http://purl.org/knot/data/wacky-project,FALSE,,2005-03-05 22:32:52,2024-12-22 14:24:20,200,https://web.archive.org/web/20241222142420/https://wacky.sslmit.unibo.it/doku.php?id=start,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
WissensGeschichte,https://wissensgeschichte.biblhertz.it/Glossario,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,,2005-03-05 23:26:21,2024-11-30 20:15:46,200,https://web.archive.org/web/20241130201546/http://wissensgeschichte.biblhertz.it/Glossario/Glossario_Italiano/olometro/misc_/Glossario_Manager/Articolo.gif,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Word formation latin,https://progetti.unicatt.it/progetti-milan-wfl-home,TRUE,http://wfl.marginalia.it,TRUE,,FALSE,Italian DH Institutions,,FALSE,,2016-06-15 21:24:21,2023-06-03 01:33:43,200,https://web.archive.org/web/20230603013343/https://progetti.unicatt.it/progetti-milan-wfl-home,2017-04-21 18:29:28,2024-12-17 02:58:33,200,https://web.archive.org/web/20241217025833/https://wfl.marginalia.it/
XDOCS: an Application to Index Historical Documents,https://aimagelab.ing.unimore.it/imagelab/project.asp?idprogetto=59,TRUE,,FALSE,,FALSE,IRCDL,,TRUE,,2020-08-09 05:50:23,2024-04-21 20:54:27,200,https://web.archive.org/web/20240421205427/https://aimagelab.ing.unimore.it/imagelab/project.asp?idprogetto=59,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
Yashiro,https://yashiro.itatti.harvard.edu/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,FALSE,pagina non trovata,2015-07-15 00:33:04,2024-12-27 23:18:13,200,https://web.archive.org/web/20241227231813/https://yashiro.itatti.harvard.edu/profiles/openscholar/libraries/colorbox/jquery.colorbox-min.js?son9w0,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
zeri e lode,http://data.fondazionezeri.unibo.it/,TRUE,,FALSE,,FALSE,Italian DH Institutions,,TRUE,,2016-06-20 13:45:22,2025-01-04 04:17:26,200,https://web.archive.org/web/20250104041726/https://data.fondazionezeri.unibo.it/id/oaentry/35761,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,
,http://vmo.unive.it/inventory1720/,FALSE,,,,,KNOT,http://purl.org/knot/data/marchio-angeli-project,FALSE,,2020-05-16 03:09:03,2024-11-29 22:59:42,NOSTATUSCODE,https://web.archive.org/web/20241129225942/http://vmo.unive.it/inventory1720/application/views/scripts/javascripts/vendor/jquery-accessibleMegaMenu.js?v=2.7,NOTPROVIDED,NOTPROVIDED,NOTPROVIDED,