categoria,institution,location,institution_url,project_name,project_link
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,/dh.arc - digital humanities advanced research centre,https://centri.unibo.it/dharc/en
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,research,https://centri.unibo.it/dharc/en/research
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,research topics,https://centri.unibo.it/dharc/en/research/topics
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,projects,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,partnerships,https://centri.unibo.it/dharc/en/research/partner
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,visiting fellows,https://centri.unibo.it/dharc/en/research/visiting-fellow
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,iccd,http://www.iccd.beniculturali.it/it/progetti/4597/arco-architettura-della-conoscenza-ontologie-per-la-descrizione-del-patrimonio-culturale
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,artchives - the inventory of art historians’ archives,http://artchives.fondazionezeri.unibo.it/
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,clef. crowdsourcing linked open entities via web forms,https://polifonia-project.github.io/clef/
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,clef,https://github.com/polifonia-project/registry_app
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,dhdkey!,https://projects.dharc.unibo.it/dhdkey/
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,digital library (ficlit),https://dl.ficlit.unibo.it
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,edizione nazionale delle opere di aldo moro,https://aldomorodigitale.unibo.it/
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,mario project,http://www.mario-project.eu/portal/
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,fp7 iks project,https://www.iks-project.eu/
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,knot. patrimoni culturali digitali degli atenei,https://icdp-digital-library.github.io/KNOT/
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,catalogue,https://projects.dharc.unibo.it/knot/
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,leggo manzoni,https://projects.dharc.unibo.it/leggomanzoni/
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,lift - linked data from tei,https://projects.dharc.unibo.it/lift/
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,mauth - mining authoritativeness in art history,http://projects.dharc.unibo.it/mauth/search
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,melody. make me a linked open data story,https://projects.dharc.unibo.it/melody/
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,odi: uno studio su il castello dei destini incrociati di italo calvino,https://projects.dharc.unibo.it/odi/
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,philoeditor,http://projects.dharc.unibo.it/philoeditor/
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,ragu - reti e archivi del gusto,https://raguproject.github.io/
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,semantic digital edition of paolo bufalini’s notebook,http://projects.dharc.unibo.it/bufalini-notebook/
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,semantic digital edition of vespasiano da bisticci’s letters,http://vespasianodabisticciletters.unibo.it/
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,knowledge site,http://projects.dharc.unibo.it/vespasiano/
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,śivadharma database,https://shivadharmaproject.com/the-sivadhama-infrastructure-modeling-a-web-application-for-managing-scholarly-data/
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,spice,https://cordis.europa.eu/project/id/870811
Università,Digital Humanities Advanced Research Centre (DH.ARC) - Unibo,Bologna,https://centri.unibo.it/dharc/en/research/projects-at-dh-arc,upgrading history. diaries from the war front,http://projects.dharc.unibo.it/uhdw/
Università,Venice Centre for Digital and Public Humanities (VeDPH),Venezia,https://www.unive.it/pag/47701/,research,https://www.unive.it/pag/40315/
Università,Venice Centre for Digital and Public Humanities (VeDPH),Venezia,https://www.unive.it/pag/47701/,www.unive.it/liber,https://pric.unive.it/projects/liber/home
Università,Venice Centre for Digital and Public Humanities (VeDPH),Venezia,https://www.unive.it/pag/47701/,musisque deoque project [ita],http://www.mqdq.it
Università,Venice Centre for Digital and Public Humanities (VeDPH),Venezia,https://www.unive.it/pag/47701/,laboratory of greek epigraphy,http://it/264/laboratorio-di-epigrafia-greca
Università,Venice Centre for Digital and Public Humanities (VeDPH),Venezia,https://www.unive.it/pag/47701/,digital epigraphy and archaeology project,https://www.digitalepigraphy.org/
Università,Venice Centre for Digital and Public Humanities (VeDPH),Venezia,https://www.unive.it/pag/47701/,"italian ministry of education, universities and research (miur) [ita]",https://miur.gov.it/
Università,Venice Centre for Digital and Public Humanities (VeDPH),Venezia,https://www.unive.it/pag/47701/,department of excellence project [ita],https://www.unive.it/pag/47701/?id=33924
Università,Venice Centre for Digital and Public Humanities (VeDPH),Venezia,https://www.unive.it/pag/47702/,www.unive.it/archivio-fonti-orali,https://pric.unive.it/progetti/archivio-fonti-orali/home
Università,Venice Centre for Digital and Public Humanities (VeDPH),Venezia,https://www.unive.it/pag/47702/,https://www.medici.org/the-falconieri-project/,https://www.medici.org/the-falconieri-project/
Università,Venice Centre for Digital and Public Humanities (VeDPH),Venezia,https://www.unive.it/pag/47702/,https://www.odycceus.eu/project/,https://www.odycceus.eu/project/
Università,Venice Centre for Digital and Public Humanities (VeDPH),Venezia,https://www.unive.it/pag/47702/,department of excellence project [ita],https://www.unive.it/pag/47702/?id=33924
Università,Venice Centre for Digital and Public Humanities (VeDPH),Venezia,https://www.unive.it/pag/47703/,department of excellence project [ita],https://www.unive.it/pag/47703/?id=33924
Università,Venice Centre for Digital and Public Humanities (VeDPH),Venezia,https://www.unive.it/pag/47704/,department of excellence project [ita],https://www.unive.it/pag/47704/?id=33924
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,laboratorio,https://www.labcd.unipi.it/laboratorio/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,organizzazione,https://www.labcd.unipi.it/laboratorio/filosofia/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,missione,https://www.labcd.unipi.it/laboratorio/missione/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,persone,https://www.labcd.unipi.it/laboratorio/persone/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,dipartimenti,https://www.labcd.unipi.it/laboratorio/dipartimenti/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,storia,https://www.labcd.unipi.it/laboratorio/storia-2/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,regolamento,https://www.labcd.unipi.it/laboratorio/regolamento/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,partner,https://www.labcd.unipi.it/laboratorio/partner/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,progetti,https://www.labcd.unipi.it/progetti
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,tutti i progetti,http://www.labcd.unipi.it/tutti-i-progetti
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,https://www.labcd.unipi.it/progetti/i-confini-della-lunigiana/,https://www.labcd.unipi.it/progetti/i-confini-della-lunigiana/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,https://www.labcd.unipi.it/progetti/teatro-in-fuga-digitale/,https://www.labcd.unipi.it/progetti/teatro-in-fuga-digitale/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,https://www.labcd.unipi.it/progetti/teddy-4-kids/,https://www.labcd.unipi.it/progetti/teddy-4-kids/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,https://www.labcd.unipi.it/progetti/i-quaderni-del-laboratorio-di-cultura-digitale/,https://www.labcd.unipi.it/progetti/i-quaderni-del-laboratorio-di-cultura-digitale/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,https://www.labcd.unipi.it/progetti/fibonacci-1202-2021/,https://www.labcd.unipi.it/progetti/fibonacci-1202-2021/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,https://www.labcd.unipi.it/progetti/i-registri-parrocchiali-di-monterosso-al-mare/,https://www.labcd.unipi.it/progetti/i-registri-parrocchiali-di-monterosso-al-mare/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,https://www.labcd.unipi.it/progetti/7075/,https://www.labcd.unipi.it/progetti/7075/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,https://www.labcd.unipi.it/progetti/odonomastica-femminile/,https://www.labcd.unipi.it/progetti/odonomastica-femminile/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,2,https://www.labcd.unipi.it/progetti/page/2/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,7,https://www.labcd.unipi.it/progetti/page/7/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,https://www.labcd.unipi.it/progetti-europei,https://www.labcd.unipi.it/progetti-europei
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,progettazione web,https://www.labcd.unipi.it/progetti/categoria/progettazione-web/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,multimedia,https://www.labcd.unipi.it/progetti/categoria/multimedia/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,web grafica,https://www.labcd.unipi.it/progetti/categoria/web-grafica/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,public history,https://www.labcd.unipi.it/progetti/categoria/public-history/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,wordpress,https://www.labcd.unipi.it/progetti/categoria/wordpress/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,storia digitale,https://www.labcd.unipi.it/progetti/categoria/storia-digitale/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,editoria elettronica,https://www.labcd.unipi.it/progetti/categoria/editoria-elettronica/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,archivi,https://www.labcd.unipi.it/progetti/categoria/archivi/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,bibliografia on line,https://www.labcd.unipi.it/progetti/categoria/bibliografia-on-line/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,storia dell'arte,https://www.labcd.unipi.it/progetti/categoria/storia-dellarte/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,elearning,https://www.labcd.unipi.it/progetti/categoria/elearning/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,grafica 3d,https://www.labcd.unipi.it/progetti/categoria/grafica-3d/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,transmedia storytelling,https://www.labcd.unipi.it/progetti/categoria/transmedia-storytelling/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,webgis,https://www.labcd.unipi.it/progetti/categoria/webgis/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,linguistica computazionale,https://www.labcd.unipi.it/progetti/categoria/linguistica-computazionale/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,teatro,https://www.labcd.unipi.it/progetti/categoria/teatro/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,infanzia,https://www.labcd.unipi.it/progetti/categoria/infanzia/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,intelligenza artificiale,https://www.labcd.unipi.it/progetti/categoria/intelligenza-artificiale/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,medicina,https://www.labcd.unipi.it/progetti/categoria/medicina/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,app,https://www.labcd.unipi.it/progetti/categoria/app/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,podcast,https://www.labcd.unipi.it/progetti/categoria/podcast/
Università,Digital Culture Laboratory - Pisa,Pisa,https://www.labcd.unipi.it/progetti/,grafica tradizionale,https://www.labcd.unipi.it/progetti/categoria/grafica-tradizionale/
Università,DigiLab – Interdepartmental Center for research and services - la sapienza,Roma,https://digilab.uniroma1.it/ricerca/progetti-corso,italiano,https://digilab.uniroma1.it/ricerca/progetti-corso
Università,DigiLab – Interdepartmental Center for research and services - la sapienza,Roma,https://digilab.uniroma1.it/ricerca/progetti-corso,english,https://digilab.uniroma1.it/en/research/current-projects
Università,DigiLab – Interdepartmental Center for research and services - la sapienza,Roma,https://digilab.uniroma1.it/ricerca/progetti-corso,centro di ricerca digilab,https://digilab.uniroma1.it/
Università,DigiLab – Interdepartmental Center for research and services - la sapienza,Roma,https://digilab.uniroma1.it/ricerca/progetti-corso,ricercatori,https://digilab.uniroma1.it/centro/ricercatori-0
Università,DigiLab – Interdepartmental Center for research and services - la sapienza,Roma,https://digilab.uniroma1.it/ricerca/progetti-corso,ricerca,https://digilab.uniroma1.it/ricerca
Università,DigiLab – Interdepartmental Center for research and services - la sapienza,Roma,https://digilab.uniroma1.it/ricerca/progetti-corso,progetti conclusi,https://digilab.uniroma1.it/ricerca/progetti-conclusi
Università,DigiLab – Interdepartmental Center for research and services - la sapienza,Roma,https://digilab.uniroma1.it/ricerca/progetti-corso,patrimoni culturali e digital curation,https://digilab.uniroma1.it/attivit/patrimoni-culturali-e-digital-curation
Università,DigiLab – Interdepartmental Center for research and services - la sapienza,Roma,https://digilab.uniroma1.it/ricerca/progetti-corso,osservatorio ospac,https://digilab.uniroma1.it/ricerca/progetti-corso/osservatorio-ospac
Università,DigiLab – Interdepartmental Center for research and services - la sapienza,Roma,https://digilab.uniroma1.it/ricerca/progetti-corso,hermes,https://digilab.uniroma1.it/ricerca/progetti-corso/hermes
Università,DigiLab – Interdepartmental Center for research and services - la sapienza,Roma,https://digilab.uniroma1.it/ricerca/progetti-corso,artemisia,https://digilab.uniroma1.it/ricerca/progetti-corso/artemisia
Università,DigiLab – Interdepartmental Center for research and services - la sapienza,Roma,https://digilab.uniroma1.it/ricerca/progetti-corso,attract,https://digilab.uniroma1.it/ricerca/progetti-corso/attract
Università,DigiLab – Interdepartmental Center for research and services - la sapienza,Roma,https://digilab.uniroma1.it/ricerca/progetti-corso,int4ct,https://digilab.uniroma1.it/ricerca/progetti-corso/int4ct
Università,DigiLab – Interdepartmental Center for research and services - la sapienza,Roma,https://digilab.uniroma1.it/ricerca/progetti-corso,step,https://digilab.uniroma1.it/ricerca/progetti-corso/step
Università,DigiLab – Interdepartmental Center for research and services - la sapienza,Roma,https://digilab.uniroma1.it/ricerca/progetti-corso,sanlo,https://digilab.uniroma1.it/ricerca/progetti-corso/sanlo
Università,DigiLab – Interdepartmental Center for research and services - la sapienza,Roma,https://digilab.uniroma1.it/ricerca/progetti-corso,contamination lab celio,https://digilab.uniroma1.it/ricerca/progetti-corso/contamination-lab-celio
Università,DigiLab – Interdepartmental Center for research and services - la sapienza,Roma,https://digilab.uniroma1.it/ricerca/progetti-corso,picturing a lost empire,https://digilab.uniroma1.it/ricerca/progetti-corso/picturing-lost-empire
Università,DigiLab – Interdepartmental Center for research and services - la sapienza,Roma,https://digilab.uniroma1.it/ricerca/progetti-corso,mirror lab,https://digilab.uniroma1.it/ricerca/progetti-corso/mirror-lab
Università,DigiLab – Interdepartmental Center for research and services - la sapienza,Roma,https://digilab.uniroma1.it/ricerca/progetti-corso,new_times,https://digilab.uniroma1.it/ricerca/progetti-corso/newtimes
Università,Laboratory Vast-Lab - Prato ,Prato,https://vast-lab.org/progetti/,progetti,https://vast-lab.org/progetti/
Università,Laboratory Vast-Lab - Prato ,Prato,https://vast-lab.org/progetti/,atrium,https://vast-lab.org/progetti/atrium/
Università,Laboratory Vast-Lab - Prato ,Prato,https://vast-lab.org/progetti/,4ch,https://vast-lab.org/progetti/4-ch/
Università,Laboratory Vast-Lab - Prato ,Prato,https://vast-lab.org/progetti/,ariadneplus,https://vast-lab.org/progetti/ariadneplus/
Università,Laboratory Vast-Lab - Prato ,Prato,https://vast-lab.org/progetti/,parthenos,https://vast-lab.org/progetti/parthenos/
Università,Laboratory Vast-Lab - Prato ,Prato,https://vast-lab.org/progetti/,ariadne,https://vast-lab.org/progetti/ariadne/
Università,Laboratory Vast-Lab - Prato ,Prato,https://vast-lab.org/progetti/,e-rihs,https://vast-lab.org/progetti/erihs/
Università,Laboratory Vast-Lab - Prato ,Prato,https://vast-lab.org/progetti/,riscape,https://vast-lab.org/progetti/riscape/
Università,Laboratory Vast-Lab - Prato ,Prato,https://vast-lab.org/progetti/,eosc pilot,https://vast-lab.org/progetti/eosc/
Università,Laboratory Vast-Lab - Prato ,Prato,https://vast-lab.org/progetti/,openaire,https://vast-lab.org/progetti/openaire/
Università,Laboratory Vast-Lab - Prato ,Prato,https://vast-lab.org/progetti/,creativech,https://vast-lab.org/progetti/creativech/
Università,Laboratory Vast-Lab - Prato ,Prato,https://vast-lab.org/progetti/,3d coform,https://vast-lab.org/progetti/3dcoform-2/
Università,Laboratory Vast-Lab - Prato ,Prato,https://vast-lab.org/progetti/,epoch,https://vast-lab.org/progetti/epoch/
Università,Laboratory Vast-Lab - Prato ,Prato,https://vast-lab.org/progetti/,3d icons,https://vast-lab.org/progetti/3dicons/
Università,Laboratory Vast-Lab - Prato ,Prato,https://vast-lab.org/progetti/,chiron,https://vast-lab.org/progetti/chiron/
